2025-12-22 03:40:52,332 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.093365 diff=-0.906635 abs_err=0.906635
2025-12-22 04:31:23,140 | INFO | TOP_ERR | split=test epoch=13 rank=5/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.356200 diff=-0.393800 abs_err=0.393800
2025-12-22 04:31:23,141 | INFO | TOP_ERR | split=test epoch=13 rank=6/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.121756 diff=-0.378160 abs_err=0.378160
2025-12-22 04:31:23,141 | INFO | TOP_ERR | split=test epoch=13 rank=7/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.121767 diff=-0.378149 abs_err=0.378149
2025-12-22 04:31:23,141 | INFO | TOP_ERR | split=test epoch=13 rank=8/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.183302 diff=-0.372253 abs_err=0.372253
2025-12-22 04:31:23,141 | INFO | TOP_ERR | split=test epoch=13 rank=9/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.183435 diff=-0.372121 abs_err=0.372121
2025-12-22 04:31:23,141 | INFO | TOP_ERR | split=test epoch=13 rank=10/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.504908 diff=0.298630 abs_err=0.298630
2025-12-22 04:31:23,142 | INFO | TOP_BEST | split=test epoch=13 rank=1/3 b=3 t=15 var_idx=4 tp=1.093750 y_true=0.021583 y_pred=0.021872 diff=0.000289 abs_err=0.000289
2025-12-22 04:31:23,142 | INFO | TOP_BEST | split=test epoch=13 rank=2/3 b=3 t=93 var_idx=53 tp=1.750000 y_true=0.035484 y_pred=0.034991 diff=-0.000493 abs_err=0.000493
2025-12-22 04:31:23,142 | INFO | TOP_BEST | split=test epoch=13 rank=3/3 b=1 t=64 var_idx=13 tp=1.805556 y_true=0.046429 y_pred=0.047169 diff=0.000740 abs_err=0.000740
2025-12-22 04:31:23,142 | INFO | TOP_OK | split=test epoch=13 none_found (no exact matches)
2025-12-22 05:01:53,282 | INFO | TOP_ERR | split=test epoch=21 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.075158 diff=-0.924842 abs_err=0.924842
2025-12-22 05:01:53,283 | INFO | TOP_ERR | split=test epoch=21 rank=2/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.138072 diff=-0.483513 abs_err=0.483513
2025-12-22 05:01:53,283 | INFO | TOP_ERR | split=test epoch=21 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.400246 diff=-0.398951 abs_err=0.398951
2025-12-22 05:01:53,283 | INFO | TOP_ERR | split=test epoch=21 rank=4/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.400356 diff=-0.398841 abs_err=0.398841
2025-12-22 05:01:53,283 | INFO | TOP_ERR | split=test epoch=21 rank=5/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.374471 diff=-0.375529 abs_err=0.375529
2025-12-22 05:01:53,283 | INFO | TOP_ERR | split=test epoch=21 rank=6/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.135984 diff=-0.363933 abs_err=0.363933
2025-12-22 05:01:53,284 | INFO | TOP_ERR | split=test epoch=21 rank=7/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.135995 diff=-0.363921 abs_err=0.363921
2025-12-22 05:01:53,284 | INFO | TOP_ERR | split=test epoch=21 rank=8/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.192481 diff=-0.363075 abs_err=0.363075
2025-12-22 05:01:53,284 | INFO | TOP_ERR | split=test epoch=21 rank=9/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.192569 diff=-0.362986 abs_err=0.362986
2025-12-22 05:01:53,284 | INFO | TOP_ERR | split=test epoch=21 rank=10/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.494805 diff=0.288527 abs_err=0.288527
2025-12-22 05:01:53,284 | INFO | TOP_BEST | split=test epoch=21 rank=1/3 b=1 t=37 var_idx=42 tp=1.722917 y_true=0.052609 y_pred=0.052603 diff=-0.000006 abs_err=0.000006
2025-12-22 05:01:53,285 | INFO | TOP_BEST | split=test epoch=21 rank=2/3 b=1 t=67 var_idx=32 tp=1.810417 y_true=0.791250 y_pred=0.791216 diff=-0.000034 abs_err=0.000034
2025-12-22 05:01:53,285 | INFO | TOP_BEST | split=test epoch=21 rank=3/3 b=1 t=44 var_idx=42 tp=1.743750 y_true=0.052609 y_pred=0.052644 diff=0.000035 abs_err=0.000035
2025-12-22 05:01:53,285 | INFO | TOP_OK | split=test epoch=21 none_found (no exact matches)
2025-12-22 06:18:04,272 | INFO | TOP_ERR | split=test epoch=41 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.082319 diff=-0.917681 abs_err=0.917681
2025-12-22 06:18:04,272 | INFO | TOP_ERR | split=test epoch=41 rank=2/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.166580 diff=-0.455006 abs_err=0.455006
2025-12-22 06:18:04,272 | INFO | TOP_ERR | split=test epoch=41 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.410947 diff=-0.388250 abs_err=0.388250
2025-12-22 06:18:04,272 | INFO | TOP_ERR | split=test epoch=41 rank=4/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.411084 diff=-0.388113 abs_err=0.388113
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=5/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.376790 diff=-0.373210 abs_err=0.373210
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=6/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.163740 diff=-0.336177 abs_err=0.336177
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=7/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.163745 diff=-0.336171 abs_err=0.336171
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=8/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.228069 diff=-0.327487 abs_err=0.327487
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=9/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.228233 diff=-0.327323 abs_err=0.327323
2025-12-22 06:18:04,273 | INFO | TOP_ERR | split=test epoch=41 rank=10/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.512736 diff=0.306458 abs_err=0.306458
2025-12-22 06:18:04,274 | INFO | TOP_BEST | split=test epoch=41 rank=1/3 b=3 t=93 var_idx=53 tp=1.750000 y_true=0.035484 y_pred=0.035424 diff=-0.000059 abs_err=0.000059
2025-12-22 06:18:04,274 | INFO | TOP_BEST | split=test epoch=41 rank=2/3 b=2 t=2 var_idx=9 tp=1.065972 y_true=0.574074 y_pred=0.573818 diff=-0.000256 abs_err=0.000256
2025-12-22 06:18:04,274 | INFO | TOP_BEST | split=test epoch=41 rank=3/3 b=2 t=2 var_idx=8 tp=1.065972 y_true=0.177305 y_pred=0.177731 diff=0.000426 abs_err=0.000426
2025-12-22 06:18:04,274 | INFO | TOP_OK | split=test epoch=41 none_found (no exact matches)
