INFO | 2025-12-23 11:10:41
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 32 --lr 1e-4 --patience 50 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 15 --node_dim 10 --hid_dim 32 --seed 1 --gpu 0 --multi_scales 3,12 --multi_strides 1,6 --fusion concat
INFO | ExpID=96386 PID=540050 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=319188
INFO | ckpt_path=experiments/experiment_96386.ckpt
INFO | args=Namespace(multi_scales='3,12', multi_strides='1,6', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=50, history=24, patch_size=24, stride=24, logmode='a', lr=0.0001, w_decay=0.0, batch_size=32, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=32, te_dim=15, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=540050, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=501 n_val_batches=168 n_test_batches=168 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=42 time=29.23s lr=5e-05 grad_norm=1.353299 mask_ratio_lastbatch=0.096221 cuda_mem_alloc_mb=245.99 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.37
INFO | SYSTEM | epoch=43 time=30.11s lr=5e-05 grad_norm=1.320874 mask_ratio_lastbatch=0.099112 cuda_mem_alloc_mb=246.10 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.37
INFO | SYSTEM | epoch=44 time=29.19s lr=5e-05 grad_norm=4.098699 mask_ratio_lastbatch=0.114522 cuda_mem_alloc_mb=246.00 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.37
INFO | SYSTEM | epoch=45 time=29.77s lr=5e-05 grad_norm=3.000147 mask_ratio_lastbatch=0.117235 cuda_mem_alloc_mb=246.00 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.37
INFO | SYSTEM | epoch=46 time=29.20s lr=2.5e-05 grad_norm=2.296485 mask_ratio_lastbatch=0.118948 cuda_mem_alloc_mb=246.06 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=47 time=29.63s lr=2.5e-05 grad_norm=2.558351 mask_ratio_lastbatch=0.091155 cuda_mem_alloc_mb=246.00 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=48 time=30.50s lr=2.5e-05 grad_norm=1.455908 mask_ratio_lastbatch=0.098118 cuda_mem_alloc_mb=246.05 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=49 time=29.75s lr=2.5e-05 grad_norm=2.069512 mask_ratio_lastbatch=0.112368 cuda_mem_alloc_mb=245.99 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=50 time=29.68s lr=2.5e-05 grad_norm=1.762023 mask_ratio_lastbatch=0.112978 cuda_mem_alloc_mb=246.15 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=51 time=29.42s lr=2.5e-05 grad_norm=0.944898 mask_ratio_lastbatch=0.112218 cuda_mem_alloc_mb=245.94 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=52 time=31.51s lr=2.5e-05 grad_norm=1.631767 mask_ratio_lastbatch=0.103488 cuda_mem_alloc_mb=246.07 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=53 time=30.71s lr=2.5e-05 grad_norm=1.385007 mask_ratio_lastbatch=0.115090 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=54 time=29.72s lr=2.5e-05 grad_norm=1.307755 mask_ratio_lastbatch=0.125078 cuda_mem_alloc_mb=246.01 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=55 time=29.10s lr=2.5e-05 grad_norm=0.980881 mask_ratio_lastbatch=0.099473 cuda_mem_alloc_mb=246.00 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=56 time=30.74s lr=1.25e-05 grad_norm=2.912531 mask_ratio_lastbatch=0.110815 cuda_mem_alloc_mb=246.12 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=57 time=29.18s lr=1.25e-05 grad_norm=2.701629 mask_ratio_lastbatch=0.099845 cuda_mem_alloc_mb=245.94 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=58 time=29.16s lr=1.25e-05 grad_norm=1.365823 mask_ratio_lastbatch=0.117610 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=59 time=31.02s lr=1.25e-05 grad_norm=1.639930 mask_ratio_lastbatch=0.103039 cuda_mem_alloc_mb=246.08 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=60 time=30.57s lr=1.25e-05 grad_norm=1.212377 mask_ratio_lastbatch=0.097201 cuda_mem_alloc_mb=245.98 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=61 time=32.75s lr=1.25e-05 grad_norm=2.125957 mask_ratio_lastbatch=0.119179 cuda_mem_alloc_mb=246.08 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=62 time=29.89s lr=1.25e-05 grad_norm=2.790550 mask_ratio_lastbatch=0.085513 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=63 time=31.12s lr=1.25e-05 grad_norm=2.012744 mask_ratio_lastbatch=0.100809 cuda_mem_alloc_mb=246.10 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=64 time=31.60s lr=1.25e-05 grad_norm=0.791981 mask_ratio_lastbatch=0.126461 cuda_mem_alloc_mb=245.98 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=65 time=29.12s lr=1.25e-05 grad_norm=1.048507 mask_ratio_lastbatch=0.113636 cuda_mem_alloc_mb=245.92 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=66 time=28.77s lr=6.25e-06 grad_norm=1.012420 mask_ratio_lastbatch=0.117857 cuda_mem_alloc_mb=246.02 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=67 time=28.74s lr=6.25e-06 grad_norm=2.194215 mask_ratio_lastbatch=0.111418 cuda_mem_alloc_mb=245.99 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=68 time=29.08s lr=6.25e-06 grad_norm=1.310582 mask_ratio_lastbatch=0.110062 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=69 time=28.88s lr=6.25e-06 grad_norm=1.761176 mask_ratio_lastbatch=0.090985 cuda_mem_alloc_mb=246.02 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=70 time=30.62s lr=6.25e-06 grad_norm=1.049594 mask_ratio_lastbatch=0.126984 cuda_mem_alloc_mb=246.09 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=71 time=29.24s lr=6.25e-06 grad_norm=0.979645 mask_ratio_lastbatch=0.122531 cuda_mem_alloc_mb=246.07 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=72 time=30.51s lr=6.25e-06 grad_norm=1.226161 mask_ratio_lastbatch=0.102790 cuda_mem_alloc_mb=246.10 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=73 time=30.03s lr=6.25e-06 grad_norm=1.220853 mask_ratio_lastbatch=0.118333 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=74 time=29.48s lr=6.25e-06 grad_norm=1.202880 mask_ratio_lastbatch=0.110937 cuda_mem_alloc_mb=246.02 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=75 time=29.14s lr=6.25e-06 grad_norm=2.370611 mask_ratio_lastbatch=0.138957 cuda_mem_alloc_mb=246.07 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=76 time=30.90s lr=3.125e-06 grad_norm=1.162293 mask_ratio_lastbatch=0.092471 cuda_mem_alloc_mb=246.09 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
INFO | SYSTEM | epoch=77 time=29.24s lr=3.125e-06 grad_norm=0.927535 mask_ratio_lastbatch=0.111107 cuda_mem_alloc_mb=246.02 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=766.27
