2025-12-23 05:49:45,383 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.004775 diff=-32.293292 abs_err=32.293293
2025-12-23 05:50:11,328 | INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.041758 diff=-32.330275 abs_err=32.330273
2025-12-23 05:50:11,328 | INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=176 t=38 var_idx=4 tp=1.426000 y_true=-0.167924 y_pred=-0.168649 diff=-0.000725 abs_err=0.000725
2025-12-23 05:50:11,329 | INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=46 t=80 var_idx=3 tp=2.814000 y_true=0.080268 y_pred=0.079431 diff=-0.000837 abs_err=0.000837
2025-12-23 05:50:11,329 | INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=45 t=88 var_idx=3 tp=2.814000 y_true=0.080268 y_pred=0.079431 diff=-0.000837 abs_err=0.000837
2025-12-23 05:50:11,329 | INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
2025-12-23 05:50:23,946 | INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.044463 diff=-32.332980 abs_err=32.332981
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.036870 diff=-32.325387 abs_err=32.325386
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.033426 diff=-32.321943 abs_err=32.321941
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.033426 diff=-32.321943 abs_err=32.321941
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.030367 diff=-32.318884 abs_err=32.318882
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.028846 diff=-32.317363 abs_err=32.317364
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.025048 diff=-32.313565 abs_err=32.313564
2025-12-23 05:50:23,947 | INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.021914 diff=-32.310431 abs_err=32.310432
2025-12-23 05:50:23,948 | INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.006833 diff=-32.295350 abs_err=32.295349
2025-12-23 05:50:23,948 | INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.002475 diff=-32.290992 abs_err=32.290993
2025-12-23 05:50:23,948 | INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=178 t=67 var_idx=4 tp=1.774000 y_true=0.040776 y_pred=0.041403 diff=0.000627 abs_err=0.000627
2025-12-23 05:50:23,948 | INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=26 t=6 var_idx=0 tp=1.092000 y_true=0.268004 y_pred=0.268849 diff=0.000845 abs_err=0.000845
2025-12-23 05:50:23,948 | INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=44 t=91 var_idx=3 tp=2.736000 y_true=0.080268 y_pred=0.081546 diff=0.001278 abs_err=0.001278
2025-12-23 05:50:23,948 | INFO | TOP_OK | split=test epoch=3 none_found (no exact matches)
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.076565 diff=-32.365082 abs_err=32.365082
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=2/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.051175 diff=-32.339692 abs_err=32.339691
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=3/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.030282 diff=-32.318799 abs_err=32.318798
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=4/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.021548 diff=-32.310065 abs_err=32.310066
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=5/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.021548 diff=-32.310065 abs_err=32.310066
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=6/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.020850 diff=-32.309367 abs_err=32.309368
2025-12-23 05:50:36,389 | INFO | TOP_ERR | split=test epoch=4 rank=7/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.019089 diff=-32.307606 abs_err=32.307606
2025-12-23 05:50:36,390 | INFO | TOP_ERR | split=test epoch=4 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.005159 diff=-32.293676 abs_err=32.293674
2025-12-23 05:50:36,390 | INFO | TOP_ERR | split=test epoch=4 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.017448 diff=-32.271069 abs_err=32.271069
2025-12-23 05:50:36,390 | INFO | TOP_ERR | split=test epoch=4 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.045777 diff=-32.242740 abs_err=32.242741
2025-12-23 05:50:36,390 | INFO | TOP_BEST | split=test epoch=4 rank=1/3 b=177 t=41 var_idx=4 tp=1.464000 y_true=-0.220099 y_pred=-0.220197 diff=-0.000098 abs_err=0.000098
2025-12-23 05:50:36,390 | INFO | TOP_BEST | split=test epoch=4 rank=2/3 b=172 t=31 var_idx=3 tp=1.348000 y_true=-0.970004 y_pred=-0.970332 diff=-0.000328 abs_err=0.000328
2025-12-23 05:50:36,391 | INFO | TOP_BEST | split=test epoch=4 rank=3/3 b=35 t=58 var_idx=4 tp=1.774000 y_true=-0.063574 y_pred=-0.063103 diff=0.000471 abs_err=0.000471
2025-12-23 05:50:36,391 | INFO | TOP_OK | split=test epoch=4 none_found (no exact matches)
2025-12-23 05:50:59,840 | INFO | TOP_ERR | split=test epoch=6 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.081153 diff=-32.369670 abs_err=32.369671
2025-12-23 05:50:59,840 | INFO | TOP_ERR | split=test epoch=6 rank=2/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.049717 diff=-32.338234 abs_err=32.338234
2025-12-23 05:50:59,840 | INFO | TOP_ERR | split=test epoch=6 rank=3/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.027243 diff=-32.315760 abs_err=32.315758
2025-12-23 05:50:59,840 | INFO | TOP_ERR | split=test epoch=6 rank=4/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.014291 diff=-32.302808 abs_err=32.302807
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=5/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.013908 diff=-32.302425 abs_err=32.302425
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=6/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.010563 diff=-32.299080 abs_err=32.299080
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=7/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.010563 diff=-32.299080 abs_err=32.299080
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.002345 diff=-32.290862 abs_err=32.290863
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.007938 diff=-32.280579 abs_err=32.280579
2025-12-23 05:50:59,841 | INFO | TOP_ERR | split=test epoch=6 rank=10/10 b=133 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.027664 diff=-32.260853 abs_err=32.260853
2025-12-23 05:50:59,842 | INFO | TOP_BEST | split=test epoch=6 rank=1/3 b=134 t=7 var_idx=2 tp=1.128000 y_true=-0.173762 y_pred=-0.174659 diff=-0.000897 abs_err=0.000897
2025-12-23 05:50:59,842 | INFO | TOP_BEST | split=test epoch=6 rank=2/3 b=27 t=6 var_idx=0 tp=1.092000 y_true=0.268004 y_pred=0.269066 diff=0.001062 abs_err=0.001062
2025-12-23 05:50:59,842 | INFO | TOP_BEST | split=test epoch=6 rank=3/3 b=134 t=1 var_idx=2 tp=1.016000 y_true=-0.173762 y_pred=-0.175763 diff=-0.002001 abs_err=0.002001
2025-12-23 05:50:59,842 | INFO | TOP_OK | split=test epoch=6 none_found (no exact matches)
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.110206 diff=-32.398723 abs_err=32.398724
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=2/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.072431 diff=-32.360948 abs_err=32.360947
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=3/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.062569 diff=-32.351086 abs_err=32.351086
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=4/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.057397 diff=-32.345914 abs_err=32.345913
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=5/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.052392 diff=-32.340909 abs_err=32.340908
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=6/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.042223 diff=-32.330740 abs_err=32.330742
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=7/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.042223 diff=-32.330740 abs_err=32.330742
2025-12-23 05:51:12,448 | INFO | TOP_ERR | split=test epoch=7 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.024538 diff=-32.263979 abs_err=32.263981
2025-12-23 05:51:12,449 | INFO | TOP_ERR | split=test epoch=7 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.100660 diff=-32.187857 abs_err=32.187859
2025-12-23 05:51:12,449 | INFO | TOP_ERR | split=test epoch=7 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.108404 diff=-32.180113 abs_err=32.180115
2025-12-23 05:51:12,449 | INFO | TOP_BEST | split=test epoch=7 rank=1/3 b=104 t=61 var_idx=2 tp=1.622000 y_true=-0.173762 y_pred=-0.173680 diff=0.000082 abs_err=0.000082
2025-12-23 05:51:12,449 | INFO | TOP_BEST | split=test epoch=7 rank=2/3 b=104 t=60 var_idx=2 tp=1.606000 y_true=-0.173762 y_pred=-0.173863 diff=-0.000101 abs_err=0.000101
2025-12-23 05:51:12,449 | INFO | TOP_BEST | split=test epoch=7 rank=3/3 b=104 t=58 var_idx=2 tp=1.590000 y_true=-0.173762 y_pred=-0.174047 diff=-0.000285 abs_err=0.000285
2025-12-23 05:51:12,449 | INFO | TOP_OK | split=test epoch=7 none_found (no exact matches)
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=1/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.007406 diff=-32.295923 abs_err=32.295925
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=2/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.007406 diff=-32.295923 abs_err=32.295925
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=3/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.005520 diff=-32.282997 abs_err=32.282997
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=4/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.007442 diff=-32.281075 abs_err=32.281075
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=5/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.023385 diff=-32.265132 abs_err=32.265133
2025-12-23 05:51:24,898 | INFO | TOP_ERR | split=test epoch=8 rank=6/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.024048 diff=-32.264469 abs_err=32.264469
2025-12-23 05:51:24,899 | INFO | TOP_ERR | split=test epoch=8 rank=7/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.060368 diff=-32.228149 abs_err=32.228149
2025-12-23 05:51:24,899 | INFO | TOP_ERR | split=test epoch=8 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.092646 diff=-32.195871 abs_err=32.195869
2025-12-23 05:51:24,899 | INFO | TOP_ERR | split=test epoch=8 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.124976 diff=-32.163541 abs_err=32.163540
2025-12-23 05:51:24,899 | INFO | TOP_ERR | split=test epoch=8 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.138851 diff=-32.149666 abs_err=32.149666
2025-12-23 05:51:24,899 | INFO | TOP_BEST | split=test epoch=8 rank=1/3 b=110 t=64 var_idx=4 tp=1.812000 y_true=0.092950 y_pred=0.093795 diff=0.000845 abs_err=0.000845
2025-12-23 05:51:24,900 | INFO | TOP_BEST | split=test epoch=8 rank=2/3 b=109 t=72 var_idx=4 tp=1.812000 y_true=0.092950 y_pred=0.093795 diff=0.000845 abs_err=0.000845
2025-12-23 05:51:24,900 | INFO | TOP_BEST | split=test epoch=8 rank=3/3 b=108 t=78 var_idx=4 tp=1.812000 y_true=0.092950 y_pred=0.093795 diff=0.000845 abs_err=0.000845
2025-12-23 05:51:24,900 | INFO | TOP_OK | split=test epoch=8 none_found (no exact matches)
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.079629 diff=-32.368146 abs_err=32.368145
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=2/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.057638 diff=-32.346155 abs_err=32.346157
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=3/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.049446 diff=-32.337963 abs_err=32.337963
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=4/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.023020 diff=-32.311537 abs_err=32.311535
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=5/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.017774 diff=-32.306291 abs_err=32.306290
2025-12-23 05:51:37,328 | INFO | TOP_ERR | split=test epoch=9 rank=6/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.017774 diff=-32.306291 abs_err=32.306290
2025-12-23 05:51:37,329 | INFO | TOP_ERR | split=test epoch=9 rank=7/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.017070 diff=-32.305587 abs_err=32.305588
2025-12-23 05:51:37,329 | INFO | TOP_ERR | split=test epoch=9 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.006006 diff=-32.282511 abs_err=32.282513
2025-12-23 05:51:37,329 | INFO | TOP_ERR | split=test epoch=9 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.050049 diff=-32.238468 abs_err=32.238468
2025-12-23 05:51:37,329 | INFO | TOP_ERR | split=test epoch=9 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.058241 diff=-32.230276 abs_err=32.230274
2025-12-23 05:51:37,329 | INFO | TOP_BEST | split=test epoch=9 rank=1/3 b=63 t=6 var_idx=0 tp=1.082000 y_true=-0.103216 y_pred=-0.103654 diff=-0.000438 abs_err=0.000438
2025-12-23 05:51:37,330 | INFO | TOP_BEST | split=test epoch=9 rank=2/3 b=99 t=21 var_idx=2 tp=1.230000 y_true=-0.173762 y_pred=-0.174356 diff=-0.000594 abs_err=0.000594
2025-12-23 05:51:37,330 | INFO | TOP_BEST | split=test epoch=9 rank=3/3 b=35 t=13 var_idx=4 tp=1.190000 y_true=-0.063574 y_pred=-0.062942 diff=0.000632 abs_err=0.000632
2025-12-23 05:51:37,330 | INFO | TOP_OK | split=test epoch=9 none_found (no exact matches)
2025-12-23 05:51:49,779 | INFO | TOP_ERR | split=test epoch=10 rank=1/10 b=140 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.017629 diff=-32.306146 abs_err=32.306145
2025-12-23 05:51:49,779 | INFO | TOP_ERR | split=test epoch=10 rank=2/10 b=143 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.015237 diff=-32.303754 abs_err=32.303753
2025-12-23 05:51:49,779 | INFO | TOP_ERR | split=test epoch=10 rank=3/10 b=142 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.007468 diff=-32.295985 abs_err=32.295986
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=4/10 b=145 t=4 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.003042 diff=-32.291559 abs_err=32.291557
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=5/10 b=144 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=-0.003042 diff=-32.291559 abs_err=32.291557
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=6/10 b=141 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.003269 diff=-32.285248 abs_err=32.285248
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=7/10 b=139 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.025638 diff=-32.262879 abs_err=32.262878
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=8/10 b=138 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.060570 diff=-32.227947 abs_err=32.227947
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=9/10 b=137 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.091908 diff=-32.196609 abs_err=32.196609
2025-12-23 05:51:49,780 | INFO | TOP_ERR | split=test epoch=10 rank=10/10 b=136 t=8 var_idx=1 tp=1.152000 y_true=32.288517 y_pred=0.126740 diff=-32.161777 abs_err=32.161777
